"created_date","agency","complaint_type","descriptor","borough","incident_zip","latitude","longitude","location_type","street_name","status","resolution_description"
"2026-03-20T11:24:25.000","DOT","Sidewalk Condition","Sidewalk Violation","BROOKLYN","11221","40.69250663351039","-73.92573345938658","Sidewalk","VANBUREN STREET","In Progress",
"2026-03-20T11:24:17.000","DOT","Street Condition","Cave-in","BRONX","10472","40.829501937432156","-73.87460889175321","Street","MORRISON AVENUE","In Progress","This request required re-assignment to a new DOT unit."
"2026-03-20T11:23:59.000","DOT","Street Condition","Pothole","QUEENS","11104","40.74304598119282","-73.91775223427982",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-20T11:23:32.000","DOT","Street Condition","Pothole","QUEENS","11413","40.675813828509774","-73.73954597968189",,,"Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-20T11:22:55.000","DSNY","Missed Collection","Recycling - Paper/Metal/Glass/Rigid Plastic","STATEN ISLAND","10314","40.58933916852599","-74.15572785570772","Street","TRAVIS AVENUE","Closed","The Department of Sanitation (DSNY) investigated your report. DSNY uses a split body truck to collect your trash and composting on your recycling day. Large items cannot always fit in these types of trucks. Please set out large items on your non-recycling day."
"2026-03-20T11:22:42.000","DOT","Street Condition","Pothole","QUEENS","11377","40.742943772445635","-73.91684294834832",,,"Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-20T11:22:11.000","DOT","Street Condition","Cave-in","BROOKLYN","11239","40.64584423999384","-73.88171065919408","Street","FREEPORT LOOP","In Progress",
"2026-03-20T11:22:05.000","DOT","Street Condition","Pothole","BRONX","10456",,,,"3 AVENUE","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-20T11:20:43.000","DPR","Damaged Tree","Tree Alive - in Poor Condition","QUEENS","11362","40.7670429105328","-73.72932641913322","Street","LEITH PLACE","In Progress",
"2026-03-20T11:20:00.000","DEP","Water System","Dirty Water (WE)","BRONX","10467","40.88176227662801","-73.87826767897045",,"BAINBRIDGE AVENUE","Open",
"2026-03-20T11:17:59.000","DOT","Street Condition","Pothole","MANHATTAN","10000",,,,"65 ST TRANSVERSE","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-20T11:17:49.000","DOT","Street Condition","Pothole","BROOKLYN","11208","40.689299702273765","-73.87405401530438",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-20T11:17:47.000","DOT","Street Condition","Pothole","BROOKLYN","11220",,,,"RIDGE BOULEVARD","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-20T11:17:46.000","DOT","Street Condition","Pothole","QUEENS","11426","40.733371293676385","-73.7251585242127",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-20T11:17:24.000","DOT","Street Condition","Pothole","QUEENS","11373","40.7343762769571","-73.87341674191903",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-20T11:16:53.000","DOT","Street Condition","Pothole","QUEENS","11691",,,,"BEACH CHANNEL DRIVE","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-20T11:16:45.000","DOT","Street Condition","Pothole","QUEENS","11426","40.733371293676385","-73.7251585242127",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-20T11:16:41.000","DOT","Street Condition","Pothole","QUEENS","11367",,,,"77 ROAD","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-20T11:16:07.000","DOT","Street Condition","Pothole","QUEENS","11366",,,,"168 STREET","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-20T11:16:00.000","DEP","Sewer","Sewer Backup (Use Comments) (SA)","QUEENS","11361","40.76355768375776","-73.7770130266141",,"209 STREET","Open",
"2026-03-20T11:15:23.000","DOT","Street Condition","Pothole","QUEENS","11366",,,,"168 STREET","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-20T11:15:00.000","DEP","Water System","Leak (Use Comments) (WA2)","BRONX","10457","40.84714597879037","-73.8890080630256",,"OAKLAND PLACE","Closed","The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-20T11:14:48.000","DOT","Street Condition","Pothole","QUEENS","11365",,,,"UTOPIA PARKWAY","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-20T11:14:13.000","DOT","Street Condition","Pothole","QUEENS","11365",,,,"UTOPIA PARKWAY","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-20T11:13:35.000","DOT","Street Condition","Pothole","QUEENS","11366","40.72206002198549","-73.8027770546665",,"UNION TURNPIKE","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-20T11:13:14.000","DOT","Sidewalk Condition","Sidewalk Violation","MANHATTAN","10036","40.76051538215622","-73.99547340029008","Sidewalk","WEST 43 STREET","In Progress",
"2026-03-20T11:12:56.000","DOT","Street Condition","Pothole","QUEENS","11366",,,,"UNION TURNPIKE","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-20T11:12:20.000","DOT","Street Condition","Cave-in","BROOKLYN","11234","40.61246621294876","-73.94018257936943","Street","QUENTIN ROAD","Closed","The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days."
"2026-03-20T11:12:00.000","DOT","Street Light Condition","Street Light Out","MANHATTAN","10017","40.75028510993585","-73.97185204920049",,"2 AVENUE","Open",
"2026-03-20T11:12:00.000","DEP","Water System","Possible Water Main Break (Use Comments) (WA1)","BROOKLYN","11215","40.67582818448727","-73.9895378695026",,"3 STREET","Open",
"2026-03-20T11:12:00.000","DOT","Street Light Condition","Street Light Out","MANHATTAN","10031","40.82309254678335","-73.95633901753999",,"WEST  138 STREET","Closed","Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below."
"2026-03-20T11:09:55.000","DOT","Street Condition","Pothole","QUEENS","11423",,,,"DUNTON STREET","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-20T11:09:37.000","DOT","Street Condition","Pothole","STATEN ISLAND","10312","40.53535394443217","-74.15593304175295",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-20T11:09:34.000","DSNY","Missed Collection","Trash","QUEENS","11413","40.66845440252172","-73.7491345454895","Street","MENTONE AVENUE","In Progress",
"2026-03-20T11:09:00.000","DOT","Street Light Condition","Lamppost Missing","MANHATTAN","10011","40.74240820334842","-73.99372077918942",,"WEST   22 STREET","Open",
"2026-03-20T11:08:00.000","DOT","Sidewalk Condition","Broken Sidewalk","BROOKLYN","11203","40.645728900812976","-73.93265023140688","Sidewalk","SCHENECTADY AVENUE","In Progress",
"2026-03-20T11:07:32.000","DOT","Sidewalk Condition","Sidewalk Violation","BRONX","10461","40.84703551814276","-73.82803645319619","Sidewalk","PARKVIEW AVENUE","In Progress",
"2026-03-20T11:06:40.000","DOT","Street Condition","Pothole","QUEENS","11691","40.6063818511889","-73.75470868092374",,,"Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-20T11:06:35.000","DOT","Street Condition","Cave-in","QUEENS","11358","40.7549300572441","-73.78818784968631","Street","193 STREET","In Progress","The Department of Transportation will inspect the condition and will determine the next action."
"2026-03-20T11:06:31.000","DSNY","Missed Collection","Trash","BRONX","10456","40.83324927785822","-73.90080460666546","Street","FRANKLIN AVENUE","Closed","The Department of Sanitation collected the requested items."
"2026-03-20T11:06:19.000","DOT","Street Condition","Pothole","QUEENS","11415",,,,"LEFFERTS BOULEVARD","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-20T11:05:20.000","DOT","Street Condition","Pothole","QUEENS","11422",,,,"149 AVENUE","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-20T11:05:00.000","DEP","Water System","No Water (WNW)","QUEENS","11369","40.76921004194902","-73.87354909434504",,"97 STREET","Open",
"2026-03-20T11:04:14.000","DOT","Street Condition","Pothole","QUEENS","11415",,,,"LEFFERTS BOULEVARD","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-20T11:04:00.000","DOT","Street Light Condition","Street Light Out","QUEENS",,,,,"FLUSHING MUNI PARKING 4","Open",
"2026-03-20T11:02:44.000","DOT","Street Condition","Pothole","QUEENS","11692",,,,"BEACH CHANNEL DRIVE","Pending","The Department of Transportation referred this complaint to the Inspections Unit for further action."
"2026-03-20T11:02:10.000","DOT","Street Condition","Pothole","QUEENS","11374","40.71827799347932","-73.8635701318199",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-20T11:02:00.000","DOT","Street Light Condition","Multiple Street Lights Out","BRONX","10463","40.881689710520504","-73.91717207665349",,"H HUDSON PARKWAY","Open",
"2026-03-20T11:01:33.000","DPR","Root/Sewer/Sidewalk Condition","Trees and Sidewalks Program","MANHATTAN","10011","40.735702941104684","-73.9989896523583","Street","WEST 11 STREET","In Progress",
"2026-03-20T11:01:00.000","DEP","Sewer","Manhole Cover Missing (Emergency) (SA3)","BROOKLYN","11203","40.6600685472259","-73.93420722608954",,"SCHENECTADY AVENUE","Closed","The Department of Environmental Protection investigated this complaint and referred it to another agency or utility for further action."
