sample_id,created_date,agency,complaint_type,descriptor,borough,incident_zip,latitude,longitude,location_type,street_name,status,resolution_description,request_month,request_hour,feature_text,maintenance_group
REQ-00001,2026-03-23 02:07:00,DOT,Street Condition,Pothole,QUEENS,11432,,,,GRAND CENTRL PARKWAY,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,2,pothole |  | grand centrl parkway | queens | dot | closed,pavement_surface
REQ-10136,2026-03-16 16:16:21,DOT,Street Condition,Pothole,QUEENS,11370,40.76631786468348,-73.88753990564155,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,16,pothole |  |  | queens | dot | closed,pavement_surface
REQ-10137,2026-03-16 16:16:08,DOT,Street Condition,Pothole,MANHATTAN,10025,,,,CENTRAL PARK WEST,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,16,pothole |  | central park west | manhattan | dot | open,pavement_surface
REQ-10138,2026-03-16 16:16:00,DEP,Water System,Excessive Water In Basement (WEFB),STATEN ISLAND,10304,40.61896632256547,-74.07328419924849,,OPUS COURT,Closed,The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,3,16,excessive water in basement (wefb) |  | opus court | staten island | dep | closed,water_network
REQ-10139,2026-03-16 16:15:55,DOT,Street Condition,Failed Street Repair,QUEENS,11432,40.71506327642649,-73.802581321312,Street,84 AVENUE,In Progress,This request required re-assignment to a new DOT unit.,3,16,failed street repair | street | 84 avenue | queens | dot | in progress,pavement_surface
REQ-10140,2026-03-16 16:14:22,DSNY,Missed Collection,Compost,MANHATTAN,10028,40.77828343914601,-73.95268910268072,Street,EAST 86 STREET,Closed,The Department of Sanitation collected the requested items.,3,16,compost | street | east 86 street | manhattan | dsny | closed,sanitation
REQ-10141,2026-03-16 16:14:16,DOT,Sidewalk Condition,Broken Sidewalk,BROOKLYN,11215,40.67460056725526,-73.98353200117309,Sidewalk,1 STREET,In Progress,,3,16,broken sidewalk | sidewalk | 1 street | brooklyn | dot | in progress,pedestrian_infrastructure
REQ-10142,2026-03-16 16:14:00,DEP,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),QUEENS,11365,40.738338274616616,-73.81039340113534,,,Open,,3,16,catch basin sunken/damaged/raised (sc1) |  |  | queens | dep | open,water_network
REQ-10143,2026-03-16 16:12:23,DOT,Street Condition,Pothole,MANHATTAN,10001,40.749670884987,-73.99529728925346,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,16,pothole |  |  | manhattan | dot | open,pavement_surface
REQ-10144,2026-03-16 16:11:03,DOT,Street Condition,Pothole,STATEN ISLAND,10306,40.55960515654224,-74.12115970523202,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,16,pothole |  |  | staten island | dot | closed,pavement_surface
REQ-10145,2026-03-16 16:10:07,DSNY,Missed Collection,Compost,MANHATTAN,10032,40.84446560992583,-73.93828970876989,Street,WEST 173 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,3,16,compost | street | west 173 street | manhattan | dsny | closed,sanitation
REQ-10146,2026-03-16 16:10:00,DOT,Street Light Condition,Street Light Out,BROOKLYN,11219,40.62337036276388,-73.99880763491379,,66 STREET,Open,,3,16,street light out |  | 66 street | brooklyn | dot | open,lighting
REQ-10147,2026-03-16 16:09:45,DOT,Street Condition,Pothole,QUEENS,11421,40.68632332287245,-73.86350931093726,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,16,pothole |  |  | queens | dot | open,pavement_surface
REQ-10148,2026-03-16 16:09:20,DOT,Street Condition,Pothole,STATEN ISLAND,10314,,,,MANOR ROAD,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,16,pothole |  | manor road | staten island | dot | open,pavement_surface
REQ-10149,2026-03-16 16:08:15,DOT,Street Condition,Pothole,QUEENS,11434,,,,GUY R BREWER BOULEVARD,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,16,pothole |  | guy r brewer boulevard | queens | dot | open,pavement_surface
REQ-10150,2026-03-16 16:07:50,DPR,Damaged Tree,Entire Tree Has Fallen Down,BROOKLYN,11235,40.58972405098448,-73.96254763508261,Street,EAST 7 STREET,Closed,NYC Parks performed the work necessary to correct the condition.,3,16,entire tree has fallen down | street | east 7 street | brooklyn | dpr | closed,urban_forestry
REQ-10151,2026-03-16 16:07:30,DOT,Street Condition,Pothole,BRONX,10467,40.85632634595223,-73.87242912454553,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,16,pothole |  |  | bronx | dot | closed,pavement_surface
REQ-10152,2026-03-16 16:07:22,DPR,Damaged Tree,Entire Tree Has Fallen Down,QUEENS,11102,40.77497852778383,-73.93053372968157,Street,9 STREET,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",3,16,entire tree has fallen down | street | 9 street | queens | dpr | closed,urban_forestry
REQ-10153,2026-03-16 16:06:30,DPR,Damaged Tree,Branch Cracked and Will Fall,QUEENS,11369,40.76506201757636,-73.86801565206758,Street,GILLMORE STREET,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",3,16,branch cracked and will fall | street | gillmore street | queens | dpr | in progress,urban_forestry
REQ-10154,2026-03-16 16:05:55,DOT,Sidewalk Condition,Broken Sidewalk,BROOKLYN,11238,40.67690950500979,-73.97227238061814,Sidewalk,FLATBUSH AVENUE,In Progress,,3,16,broken sidewalk | sidewalk | flatbush avenue | brooklyn | dot | in progress,pedestrian_infrastructure
REQ-10155,2026-03-16 16:05:50,DOT,Street Condition,Pothole,QUEENS,11432,,,,84 AVENUE,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,16,pothole |  | 84 avenue | queens | dot | open,pavement_surface
REQ-10156,2026-03-16 16:05:37,DOT,Street Condition,"Rough, Pitted or Cracked Roads",QUEENS,11434,40.663400953948205,-73.77697658162006,Street,ROCKAWAY BOULEVARD,Closed,The Department of Transportation investigated this request and determined this street requires a reconstruction project. This location is part of an existing project or may be included in a future project. These projects are long term and vary in length.,3,16,"rough, pitted or cracked roads | street | rockaway boulevard | queens | dot | closed",pavement_surface
REQ-10157,2026-03-16 16:05:00,DOT,Street Condition,Pothole,QUEENS,11102,40.771515112948535,-73.93127745922204,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,16,pothole |  |  | queens | dot | open,pavement_surface
REQ-10158,2026-03-16 16:04:37,DOT,Street Condition,Pothole,QUEENS,11354,40.774509595528386,-73.8380262306053,,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,3,16,pothole |  |  | queens | dot | closed,pavement_surface
REQ-10159,2026-03-16 16:02:48,DOT,Street Condition,Pothole,QUEENS,0,,,,ROOSEVELT AVENUE,Closed,The Department of Transportation inspected this complaint and did not find the reported problem.,3,16,pothole |  | roosevelt avenue | queens | dot | closed,pavement_surface
REQ-10160,2026-03-16 16:02:10,DOT,Street Condition,Pothole,QUEENS,11354,40.776627231329925,-73.83905371361715,,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,3,16,pothole |  |  | queens | dot | closed,pavement_surface
REQ-10161,2026-03-16 16:02:00,DEP,Water System,Leak (Use Comments) (WA2),QUEENS,11105,40.77003094846426,-73.91216634922134,,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,16,leak (use comments) (wa2) |  |  | queens | dep | closed,water_network
REQ-10162,2026-03-16 16:02:00,DEP,Water System,Hydrant Defective (WC2),BROOKLYN,11207,40.68493915238803,-73.9101330760401,,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,16,hydrant defective (wc2) |  |  | brooklyn | dep | closed,water_network
REQ-10163,2026-03-16 16:01:44,DOT,Street Condition,Plate Condition - Noisy,QUEENS,11375,40.717269061768285,-73.83508101667528,Street,QUEENS BOULEVARD,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",3,16,plate condition - noisy | street | queens boulevard | queens | dot | closed,pavement_surface
REQ-10164,2026-03-16 16:01:34,DSNY,Missed Collection,Trash,MANHATTAN,10011,40.73704511660436,-73.99826072366783,Street,WEST 13 STREET,Closed,The Department of Sanitation collected the requested items.,3,16,trash | street | west 13 street | manhattan | dsny | closed,sanitation
REQ-10165,2026-03-16 16:01:32,DOT,Street Condition,Pothole,STATEN ISLAND,10314,40.61042374685169,-74.13002547409708,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,16,pothole |  |  | staten island | dot | open,pavement_surface
REQ-10166,2026-03-16 16:01:00,DEP,Sewer,Manhole Cover Missing (Emergency) (SA3),MANHATTAN,10021,40.76654623547264,-73.95101515430193,,,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",3,16,manhole cover missing (emergency) (sa3) |  |  | manhattan | dep | closed,water_network
REQ-10167,2026-03-16 16:00:34,DOT,Street Condition,Pothole,QUEENS,11354,40.772764742193054,-73.81316926167105,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,16,pothole |  |  | queens | dot | open,pavement_surface
REQ-10168,2026-03-16 16:00:00,DEP,Water System,Leak (Use Comments) (WA2),BROOKLYN,11228,40.61620312125723,-74.01170625516346,,13 AVENUE,Closed,"The Department of Environmental Protection has investigated this complaint and a leak, not a city issue, has been resolved by homeowner.",3,16,leak (use comments) (wa2) |  | 13 avenue | brooklyn | dep | closed,water_network
REQ-10169,2026-03-16 16:00:00,DEP,Sewer,Street Flooding (SJ),MANHATTAN,10013,40.71667324553042,-74.00832577348935,,WEST BROADWAY,Closed,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",3,16,street flooding (sj) |  | west broadway | manhattan | dep | closed,water_network
REQ-10170,2026-03-16 15:59:56,DOT,Street Condition,Plate Condition - Noisy,QUEENS,11415,40.711331480881114,-73.8271529351623,Street,83 AVENUE,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,3,15,plate condition - noisy | street | 83 avenue | queens | dot | closed,pavement_surface
REQ-10171,2026-03-16 15:59:27,DOT,Sidewalk Condition,Pedestrian Ramp Defective,QUEENS,11368,40.736592971738546,-73.85835813209212,Sidewalk,60 AVENUE,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",3,15,pedestrian ramp defective | sidewalk | 60 avenue | queens | dot | closed,pedestrian_infrastructure
REQ-10172,2026-03-16 15:59:15,DOT,Street Condition,Pothole,QUEENS,11363,40.76535886057919,-73.74428230406164,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,15,pothole |  |  | queens | dot | closed,pavement_surface
REQ-10173,2026-03-16 15:58:55,DPR,Damaged Tree,Branch or Limb Has Fallen Down,BROOKLYN,11229,40.59959565061343,-73.939776390525,Street,BROWN STREET,Closed,NYC Parks visited the location but could not find the tree condition you reported.,3,15,branch or limb has fallen down | street | brown street | brooklyn | dpr | closed,urban_forestry
REQ-10174,2026-03-16 15:58:39,DOT,Street Condition,Pothole,QUEENS,11421,,,,WOODHAVEN BOULEVARD,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,15,pothole |  | woodhaven boulevard | queens | dot | open,pavement_surface
REQ-10175,2026-03-16 15:58:20,DOT,Street Condition,Pothole,BROOKLYN,11206,40.70276114118258,-73.945450150539,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,15,pothole |  |  | brooklyn | dot | open,pavement_surface
REQ-10176,2026-03-16 15:57:40,DOT,Street Condition,Pothole,MANHATTAN,10032,40.838560051668395,-73.94585559942595,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,15,pothole |  |  | manhattan | dot | closed,pavement_surface
REQ-10177,2026-03-16 15:57:27,DPR,Damaged Tree,Branch Cracked and Will Fall,MANHATTAN,10040,40.85403566560231,-73.92758823595051,Street,WEST 190 STREET,Closed,NYC Parks performed the work necessary to correct the condition.,3,15,branch cracked and will fall | street | west 190 street | manhattan | dpr | closed,urban_forestry
REQ-10178,2026-03-16 15:57:02,DOT,Sidewalk Condition,Sidewalk Violation,QUEENS,11429,40.70569630338501,-73.7469457467087,Sidewalk,209 PLACE,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",3,15,sidewalk violation | sidewalk | 209 place | queens | dot | closed,pedestrian_infrastructure
REQ-10179,2026-03-16 15:56:44,DOT,Sidewalk Condition,Broken Sidewalk,QUEENS,11432,40.7176285238525,-73.80353690278585,Sidewalk,164 STREET,In Progress,,3,15,broken sidewalk | sidewalk | 164 street | queens | dot | in progress,pedestrian_infrastructure
REQ-10180,2026-03-16 15:56:22,DOT,Street Condition,Pothole,MANHATTAN,10033,,,,WEST  181 STREET,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,15,pothole |  | west  181 street | manhattan | dot | closed,pavement_surface
REQ-10181,2026-03-16 15:54:47,DOT,Street Condition,Pothole,QUEENS,11417,,,,PITKIN AVENUE,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,15,pothole |  | pitkin avenue | queens | dot | closed,pavement_surface
REQ-10182,2026-03-16 15:54:35,DOT,Street Condition,Pothole,QUEENS,11368,,,,99 STREET,Closed,The Department of Transportation inspected this complaint and repaired the problem.,3,15,pothole |  | 99 street | queens | dot | closed,pavement_surface
REQ-10183,2026-03-16 15:54:27,DOT,Street Condition,Pothole,BROOKLYN,11211,,,,BROADWAY,Closed,The Department of Transportation inspected this complaint and repaired the problem.,3,15,pothole |  | broadway | brooklyn | dot | closed,pavement_surface
REQ-10184,2026-03-16 15:52:51,DSNY,Missed Collection,Recycling - Paper,BROOKLYN,11210,40.61303482213991,-73.95292867859374,Street,EAST 21 STREET,Closed,The Department of Sanitation collected the requested items.,3,15,recycling - paper | street | east 21 street | brooklyn | dsny | closed,sanitation
REQ-10185,2026-03-16 15:52:00,DEP,Water System,Possible Water Main Break (Use Comments) (WA1),QUEENS,11429,40.70681366791491,-73.73485860300632,,110 AVENUE,Started,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,3,15,possible water main break (use comments) (wa1) |  | 110 avenue | queens | dep | started,water_network
REQ-10186,2026-03-16 15:50:54,DSNY,Missed Collection,Bulky Trash,QUEENS,11412,40.69006999070097,-73.76358871910443,Street,BAISLEY BOULEVARD,Closed,The Department of Sanitation collected the requested items.,3,15,bulky trash | street | baisley boulevard | queens | dsny | closed,sanitation
REQ-10187,2026-03-16 15:50:00,DOT,Street Light Condition,Street Light Out,MANHATTAN,10023,40.781130030511314,-73.98352731959616,,WEST END AVENUE,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",3,15,street light out |  | west end avenue | manhattan | dot | closed,lighting
REQ-10188,2026-03-16 15:49:56,DOT,Street Condition,Pothole,STATEN ISLAND,10309,,,,TURNER STREET,Closed,The Department of Transportation inspected this complaint and repaired the problem.,3,15,pothole |  | turner street | staten island | dot | closed,pavement_surface
REQ-10189,2026-03-16 15:49:38,DOT,Street Condition,Pothole,BROOKLYN,11211,,,,BROADWAY,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,15,pothole |  | broadway | brooklyn | dot | closed,pavement_surface
REQ-10190,2026-03-16 15:49:33,DOT,Street Condition,Pothole,QUEENS,0,,,,FARMERS BOULEVARD,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,15,pothole |  | farmers boulevard | queens | dot | closed,pavement_surface
REQ-10191,2026-03-16 15:49:03,DOT,Street Condition,Pothole,QUEENS,11101,,,,PURVES STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,15,pothole |  | purves street | queens | dot | open,pavement_surface
REQ-10192,2026-03-16 15:48:00,DEP,Water System,Hydrant Leaking (WC1),STATEN ISLAND,10314,40.57260243971694,-74.16667835229653,,,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,3,15,hydrant leaking (wc1) |  |  | staten island | dep | closed,water_network
REQ-10193,2026-03-16 15:46:05,DOT,Street Condition,"Rough, Pitted or Cracked Roads",QUEENS,11429,40.71211625164716,-73.73116906495804,Street,223 STREET,Closed,"The Department of Transportation inspected the condition and made the determination that the street meets resurfacing standards and will be planned for either the next or future resurfacing seasons (2 - 3 years). The Department of Transportation works with Community Boards and elected officials to determine resurfacing priority. For specific scheduling information regarding your street, contact your Community Board.",3,15,"rough, pitted or cracked roads | street | 223 street | queens | dot | closed",pavement_surface
REQ-10194,2026-03-16 15:45:56,DOT,Street Condition,Pothole,QUEENS,11368,,,,108 STREET,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,15,pothole |  | 108 street | queens | dot | closed,pavement_surface
REQ-10195,2026-03-16 15:45:43,DOT,Street Condition,Pothole,STATEN ISLAND,10309,40.53985185103891,-74.22156773573336,,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,3,15,pothole |  |  | staten island | dot | closed,pavement_surface
REQ-10196,2026-03-16 15:45:00,DOT,Street Light Condition,Street Light Lamp Dim,STATEN ISLAND,10314,40.606445054651275,-74.1595276224107,,GOLLER PLACE,Open,,3,15,street light lamp dim |  | goller place | staten island | dot | open,lighting
REQ-10197,2026-03-16 15:44:25,DOT,Street Condition,Defective Hardware,MANHATTAN,10001,40.7482133493464,-73.99373466827033,Street,WEST 29 STREET,Closed,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,3,15,defective hardware | street | west 29 street | manhattan | dot | closed,pavement_surface
REQ-10198,2026-03-16 15:44:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),BROOKLYN,11234,40.618317559959166,-73.91717110653192,,RALPH AVENUE,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,3,15,sewer backup (use comments) (sa) |  | ralph avenue | brooklyn | dep | closed,water_network
REQ-10199,2026-03-16 15:43:38,DSNY,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,QUEENS,11103,40.764926691593224,-73.91717288828399,Street,30 AVENUE,Closed,The Department of Sanitation (DSNY) investigated your report. DSNY uses a split body truck to collect your trash and composting on your recycling day. Large items cannot always fit in these types of trucks. Please set out large items on your non-recycling day.,3,15,recycling - metal/glass/rigid plastic | street | 30 avenue | queens | dsny | closed,sanitation
REQ-10200,2026-03-16 15:43:27,DOT,Street Condition,Pothole,QUEENS,11004,,,,263 STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,15,pothole |  | 263 street | queens | dot | open,pavement_surface
REQ-10201,2026-03-16 15:42:56,DOT,Street Condition,Pothole,QUEENS,11433,,,,GUY R BREWER BOULEVARD,Closed,The Department of Transportation inspected this complaint and repaired the problem.,3,15,pothole |  | guy r brewer boulevard | queens | dot | closed,pavement_surface
REQ-10202,2026-03-16 15:42:39,DOT,Street Condition,Pothole,QUEENS,11429,40.71211625164716,-73.73116906495804,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,15,pothole |  |  | queens | dot | open,pavement_surface
REQ-10203,2026-03-16 15:42:00,DEP,Water System,Hydrant Running (WC3),BROOKLYN,11207,,,,BUSHWICK AVENUE,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,15,hydrant running (wc3) |  | bushwick avenue | brooklyn | dep | closed,water_network
REQ-10204,2026-03-16 15:41:49,DSNY,Missed Collection,Bulky Trash,QUEENS,11412,40.70590627960218,-73.769830002191,Street,104 AVENUE,Closed,The Department of Sanitation collected the requested items.,3,15,bulky trash | street | 104 avenue | queens | dsny | closed,sanitation
REQ-10205,2026-03-16 15:41:48,DSNY,Missed Collection,Trash,QUEENS,11103,40.764926691593224,-73.91717288828399,Street,30 AVENUE,Closed,The Department of Sanitation collected the requested items.,3,15,trash | street | 30 avenue | queens | dsny | closed,sanitation
REQ-10206,2026-03-16 15:41:48,DOT,Street Condition,Pothole,BRONX,10469,40.8626851092801,-73.83894305689945,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,15,pothole |  |  | bronx | dot | open,pavement_surface
REQ-10207,2026-03-16 15:41:24,DOT,Street Condition,Pothole,Unspecified,0,,,,CLARK LANE,Closed,The Department of Transportation inspected this complaint and repaired the problem.,3,15,pothole |  | clark lane | unspecified | dot | closed,pavement_surface
REQ-10208,2026-03-16 15:41:21,DOT,Sidewalk Condition,Broken Sidewalk,BROOKLYN,11218,40.64961012007166,-73.97305132015948,Sidewalk,CATON PLACE,In Progress,,3,15,broken sidewalk | sidewalk | caton place | brooklyn | dot | in progress,pedestrian_infrastructure
REQ-10209,2026-03-16 15:41:05,DOT,Street Condition,Pothole,STATEN ISLAND,10309,40.540587527713186,-74.2215341962543,,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,3,15,pothole |  |  | staten island | dot | closed,pavement_surface
REQ-10210,2026-03-16 15:41:00,DEP,Water System,Hydrant Running Full (WA4),BROOKLYN,11207,40.68408434481021,-73.90863069567496,,,Open,,3,15,hydrant running full (wa4) |  |  | brooklyn | dep | open,water_network
REQ-10211,2026-03-16 15:41:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),QUEENS,11367,40.72670897280407,-73.81907824636009,,72 ROAD,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,3,15,sewer backup (use comments) (sa) |  | 72 road | queens | dep | closed,water_network
REQ-10212,2026-03-16 15:39:47,DOT,Street Condition,Pothole,QUEENS,11432,,,,164 STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,15,pothole |  | 164 street | queens | dot | open,pavement_surface
REQ-10213,2026-03-16 15:39:10,DOT,Street Condition,"Rough, Pitted or Cracked Roads",BROOKLYN,11230,,,Street,ARGYLE ROAD,In Progress,,3,15,"rough, pitted or cracked roads | street | argyle road | brooklyn | dot | in progress",pavement_surface
REQ-10214,2026-03-16 15:38:50,DOT,Street Condition,Plate Condition - Anti-Skid,QUEENS,11358,40.75562812065739,-73.79474765374017,Street,45 AVENUE,Closed,"The Department of Transportation inspected the condition and issued a summons to the responsible party. A re-inspection will be done within 10 days. If the condition still exists, a second summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",3,15,plate condition - anti-skid | street | 45 avenue | queens | dot | closed,pavement_surface
REQ-10215,2026-03-16 15:38:42,DOT,Street Condition,Pothole,STATEN ISLAND,10304,,,,OSGOOD AVENUE,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,15,pothole |  | osgood avenue | staten island | dot | open,pavement_surface
REQ-10216,2026-03-16 15:37:24,DOT,Street Condition,Pothole,QUEENS,11377,40.73963188836379,-73.92224915417395,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,15,pothole |  |  | queens | dot | open,pavement_surface
REQ-10217,2026-03-16 15:37:17,DOT,Street Condition,Pothole,BROOKLYN,11223,,,,COLIN PLACE,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,15,pothole |  | colin place | brooklyn | dot | open,pavement_surface
REQ-10218,2026-03-16 15:37:05,DOT,Street Condition,Pothole,QUEENS,11360,40.78283561099385,-73.77359389264194,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,15,pothole |  |  | queens | dot | open,pavement_surface
REQ-10219,2026-03-16 15:37:01,DOT,Street Condition,Pothole,BRONX,10469,,,,KINGSLAND AVENUE,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,15,pothole |  | kingsland avenue | bronx | dot | open,pavement_surface
REQ-10220,2026-03-16 15:36:55,DSNY,Missed Collection,Bulky Recycling,STATEN ISLAND,10312,40.544802051700024,-74.17287327202754,Street,POMPEY AVENUE,Closed,The Department of Sanitation collected the requested items.,3,15,bulky recycling | street | pompey avenue | staten island | dsny | closed,sanitation
REQ-10221,2026-03-16 15:36:14,DPR,Damaged Tree,Branch Cracked and Will Fall,QUEENS,11357,40.77531756710245,-73.80020748257851,Street,24 ROAD,Closed,NYC Parks performed the work necessary to correct the condition.,3,15,branch cracked and will fall | street | 24 road | queens | dpr | closed,urban_forestry
REQ-10222,2026-03-16 15:36:06,DOT,Street Condition,Pothole,STATEN ISLAND,10304,,,,OAKLAND TERRACE,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,15,pothole |  | oakland terrace | staten island | dot | open,pavement_surface
REQ-10223,2026-03-16 15:34:32,DOT,Street Condition,Pothole,QUEENS,11360,40.78244386122473,-73.77537902382932,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,15,pothole |  |  | queens | dot | open,pavement_surface
REQ-10224,2026-03-16 15:34:00,DEP,Water System,Leak (Use Comments) (WA2),MANHATTAN,10011,40.737336068732624,-73.99894993439264,,WEST   13 STREET,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",3,15,leak (use comments) (wa2) |  | west   13 street | manhattan | dep | closed,water_network
REQ-10225,2026-03-16 15:33:25,DOT,Street Condition,Pothole,BRONX,10461,,,,PELHAM PARKWAY,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,15,pothole |  | pelham parkway | bronx | dot | open,pavement_surface
REQ-10226,2026-03-16 15:33:05,DOT,Street Condition,Pothole,BRONX,10459,40.820988891994254,-73.89490476978031,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,15,pothole |  |  | bronx | dot | open,pavement_surface
REQ-10227,2026-03-16 15:32:26,DPR,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,BRONX,10467,40.86032854897878,-73.86555266219149,Street,HOLLAND AVENUE,In Progress,,3,15,trees and sidewalks program | street | holland avenue | bronx | dpr | in progress,water_network
REQ-10228,2026-03-16 15:32:20,DOT,Street Condition,Pothole,QUEENS,11433,,,,GUY R BREWER BOULEVARD,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,15,pothole |  | guy r brewer boulevard | queens | dot | closed,pavement_surface
